id,split,text,estimated_V,estimated_A,estimated_D,calculated_V,calculated_A,calculated_D
anth_essay_4_9891_10154,test,Mayans gained formal recognition in 1995 as the majority population in a precursor to the 1996 peace accord; by 1999 its government floated a referendum on an indigenous bill of rights resembling that codified in the Colombian constitution (Warren 2002: 157-158).,0.135,-0.18,0.135,0.1686,-0.0922,0.2161
appalachian1_1118_1377,train,"From beginners to experts, they are into hiking, camping, and backpacking.. .cross-country skiing and snowshoeing... rock climbing and mountaineering.. .canoeing, kayaking and bicycling.. .nature photography and birdwatching. . .and relaxing alongside nature.",0.06,-0.125,0.125,0.2202,-0.0561,0.0425
appalachian1_113_210,train,IT AUTHORIZES YOU TO START ENJOYING AMC’S OUTDOOR ACTIVITIES IMMEDIATELY!,0.285,0.5,0.5,0.369,0.1669,0.191
appalachian1_1403_1423,train,Our mission is great,0.3,0.2,0.35,0.3615,0.149,0.352
appalachian1_1449_1504,train,"With our volunteers, we maintain 1,400 miles of trails.",0.25,0.185,0.25,0.2125,0.0182,0.1618
appalachian1_1505_1612,train,"We provide overnight shelters (including the famous AMC Mountain Huts) to more than 80,000 hikers annually.",0.05,-0.05,0.15,0.2497,-0.084,0.2187
appalachian1_1638_1814,train,"We built our first hut more than 100 years ago in New Hampshire’s northern Presidential Range, and we helped protect the White Mountains so that they are still open to you now.",0.15,0.1,0.1,0.1912,-0.0857,0.1214
appalachian1_1815_1948,train,Today our unique network of 10 huts and lodges—each a day’s hike apart—stretches 56 miles through the White Mountain National Forest.,0.165,0.0,0.165,0.2069,-0.1908,0.0164
appalachian1_1949_2029,train,And we offer the same hospitality atop beautiful Mt. Greylock in the Berkshires.,0.25,0.05,0.1,0.3379,0.0756,0.2881
appalachian1_2055_2210,test,"We’re partnering with agencies and other organizations to introduce inner-city youth to the fun of the outdoors in Boston, Philadelphia, and New York City.",0.15,0.1,0.05,0.2607,0.0598,0.1149
appalachian1_2211_2235,train,We’re helping to develop,0.1,0.0,-0.05,0.2697,0.2523,0.353
appalachian1_2247_2328,train,"the Northern Forest Canoe Trail, from Old Forge, New York, to Fort Kent, Maine.",0.0,0.0,0.0,0.2573,-0.1513,0.0907
appalachian1_2328_2385,train,We’re helping to protect the Sterling Forest in New York.,0.25,0.1,0.15,0.3772,0.0545,0.2105
appalachian1_2386_2525,train,And we’re working with the National Park Service in upgrading the trail system in the Delaware Water Gap and Acadia National Park in Maine.,0.0,-0.06,0.0,0.2954,-0.0971,0.0828
appalachian1_2551_2744,test,"We’re determined to conserve the Northern Forest of Maine, New Hampshire, Vermont and New York, as well as the White and Berkshire ranges, and the countryside surrounding the Appalachian Trail.",-0.05,-0.1,0.05,0.2672,-0.1137,0.0658
appalachian1_2745_2874,test,"We’re working to keep our air clean and healthy, our waterfalls clear, our rivers running free, and recreational activities open.",0.1,-0.05,0.1,0.377,0.0103,0.0944
appalachian1_275_299,train,Dear Outdoor Enthusiast:,0.05,-0.05,0.0,0.7073,0.0,0.3007
appalachian1_2900_2981,train,"Here in the Northeast, we hold stewardship of a precious portion of planet Earth.",0.0,-0.05,0.0,0.2006,-0.1686,0.0991
appalachian1_2982_3086,train,"Contained within it are more than 100 species of trees.. .more than 2,000 species of plants and flowers!",0.185,-0.045,0.09,0.1343,-0.213,0.0542
appalachian1_3087_3170,train,Plus all the birds and animals of the forests and the fish of our rivers and lakes.,0.2,0.15,0.15,0.1133,-0.0489,-0.0057
appalachian1_3196_3269,train,We’re committed to preserving a healthy environment that sustains us all.,0.22,0.165,0.22,0.302,-0.0524,0.3247
appalachian1_325_514,test,"The Appalachian Mountain Club is looking for men, women, and children who share our love of the outdoors—and our commitment to preserving our region’s natural beauty for future generations.",0.1,0.05,0.05,0.3063,0.0286,0.138
appalachian1_3296_3316,train,The Call of the Wild,0.0,-0.15,0.0,-0.0627,0.366,0.2053
appalachian1_3342_3431,train,Despite centuries of neglect—wildlife still abounds in the 12 states where we are active.,0.0,0.15,0.05,0.0026,-0.0688,0.0414
appalachian1_3472_3486,train,Shouldn’t you?,-0.15,0.05,0.15,-0.074,0.0,-0.074
appalachian1_3512_3655,train,"Shouldn’t you watch hawks and ravens soar below you at AMC’s Lakes of the Clouds mountain hut perched 5,000 ft. high on Mt. Washington’s slope?",0.0,-0.1,-0.1,0.0897,-0.1148,-0.058
appalachian1_3681_3829,dev,"Shouldn’t you canoe and hike along the Deerfield, Connecticut, and Androscoggin Rivers—seeing some of the Northeast region’s most beautiful scenery?",0.15,0.15,0.1,0.2131,-0.1041,0.0852
appalachian1_3855_3920,test,Shouldn’t you learn the art of photographing subtle winter light?,0.05,0.0,0.0,0.3571,-0.1871,0.0406
appalachian1_3921_3936,train,Build an igloo?,-0.1,0.1,-0.05,0.34,-0.152,0.151
appalachian1_3937_3953,train,Drive a dogsled?,0.0,0.05,0.0,0.4585,0.541,0.4005
appalachian1_3954_3979,train,Climb a frozen waterfall?,-0.05,0.15,-0.15,0.074,-0.0227,0.0047
appalachian1_4005_4083,train,Shouldn’t you learn ways to protect the environment while you are enjoying it?,0.05,0.1,0.05,0.2722,0.0458,0.159
appalachian1_4084_4105,train,Wouldn’t you like to?,0.0,-0.125,0.06,0.146,-0.098,-0.036
appalachian1_4106_4114,train,You can.,0.15,0.0,0.15,0.324,-0.28,-0.092
appalachian1_4140_4196,train,Why not come backpacking and overnight camping with AMC?,0.0,-0.165,0.0,-0.0037,-0.1463,-0.0243
appalachian1_4197_4270,test,We have groups for every level of expertise and programs for all seasons.,0.0,-0.2,-0.1,0.2071,-0.0336,0.2086
appalachian1_4283_4400,train,Why not come horseback riding with AMC in the Catskills—exploring the foothills and spending the night at a campsite?,0.0,-0.15,-0.05,0.0942,-0.0842,-0.0262
appalachian1_4426_4443,dev,Bring binoculars.,-0.1,-0.2,0.1,0.125,-0.231,-0.127
appalachian1_4444_4459,train,Prowl for owls.,-0.05,0.1,0.05,-0.188,0.042,-0.083
appalachian1_4460_4476,train,Listen to loons.,0.0,-0.2,-0.05,0.334,-0.116,-0.074
appalachian1_4502_4552,train,Bring binoculars for the annual warbler migration.,0.1,0.05,0.15,0.0497,-0.1383,-0.0763
appalachian1_4553_4580,train,Join a nocturnal owl prowl.,0.0,-0.05,0.0,0.0505,-0.1045,-0.0685
appalachian1_4581_4699,train,"Spend two days camping, canoeing, and watching the wildlife on Connecticut’s Housatonic River.",0.2,-0.2,0.0,0.1722,-0.026,0.0017
appalachian1_4700_4779,test,Spend a weekend bushwhacking with map and compass near our Pinkham Notch Lodge.,0.05,-0.15,-0.05,0.1614,-0.1,-0.0726
appalachian1_4780_4955,train,Take a four-mile canoe trip to northern New Hampshire’s only bald eagle nesting site in the Lake Umbagog National Wildlife Refuge that we helped form.,0.055,-0.055,-0.055,0.2692,-0.1461,-0.0058
appalachian1_47_112,train,PLEASE ACCEPT THE ENCLOSED TEMPORARY MEMBERSHIP CARD.,0.15,-0.1,0.05,0.1788,-0.2878,-0.0592
appalachian1_4956_5034,train,"Explore the evolution of the Presidential Range, on a four-day geological trek",0.07,0.07,0.0,0.2132,-0.0304,0.2226
appalachian1_5132_5275,train,Join fellow AMC volunteers who protect and preserve our extensive northeastern trail network—including major sections of the Appalachian Trail.,0.05,0.05,0.05,0.2939,-0.0951,0.1944
appalachian1_5301_5353,test,YOU’LL HAVE THE TIME OF YOUR LIFE—but sign up early!,0.4,0.4,0.35,0.2582,-0.0912,0.1329
appalachian1_5354_5400,train,“Berths” for AMC’s volunteer projects go fast.,0.0,0.0,0.07,0.2615,0.021,0.103
appalachian1_5401_5622,train,"Last year more than 1,000 members contributed more than 70,000 hours to our challenging and rewarding pro bono activities, in cooperation with state and municipal agencies, and other nonprofit groups that share our goals.",0.35,-0.05,0.2,0.194,0.0069,0.1198
appalachian1_540_601,train,Please use your Temporary Membership Card to “Join the Club.”,0.0,-0.05,0.0,0.1032,-0.0635,0.0219
appalachian1_5648_5664,train,Indulge yourself,0.22,0.22,0.11,0.51,0.037,0.274
appalachian1_5690_5839,train,Pursue your special interests or prepare yourself for a variety of recreational activities and/or conservation projects by attending an AMC Workshop:,0.22,0.11,0.22,0.2715,0.1047,0.1406
appalachian1_5865_5910,dev,TRAVERSE THE PEAKS of the Presidential Range.,0.0,0.05,0.0,0.0865,0.109,0.365
appalachian1_5911_5969,dev,Stay overnight in your cozy bunk surrounded by wilderness.,0.2,0.1,0.1,0.0066,-0.2389,-0.0373
appalachian1_5970_6047,dev,Experience the most breathtaking views of the White Mountain National Forest.,0.15,0.05,0.0,0.4549,-0.0091,0.3297
appalachian1_602_670,train,And join the fun while making a real difference for the environment!,0.435,0.435,0.125,0.2498,0.014,0.1521
appalachian1_6110_6175,train,There are daily activities and guided hikes for the whole family.,0.2,0.05,0.0,0.3188,0.0761,-0.0121
appalachian1_6201_6226,train,ISLE-HOP the Maine Coast.,0.0,-0.15,0.05,0.224,-0.1293,-0.1147
appalachian1_6259_6288,train,Camp out on isolated islands.,0.05,-0.2,0.1,-0.232,-0.09,-0.252
appalachian1_6289_6340,test,Experience the peace and beauty of coastal rhythms.,0.22,0.22,0.055,0.4142,-0.1113,0.224
appalachian1_6450_6598,train,"Hike between our Greenleaf, Galehead, Zealand Falls, and Mizpah Spring Huts, and experience the beauty of the mountains and hospitality of the huts.",0.225,0.045,0.09,0.2956,-0.0679,0.1207
appalachian1_6624_6652,train,EXPLORE the Northern Forest.,0.125,0.0,0.0,0.3833,-0.1533,0.0893
appalachian1_6653_6716,train,Choose from a number of hikes from easy walking to challenging.,0.11,0.055,0.11,0.1485,-0.1383,0.0682
appalachian1_6717_6836,dev,"Learn about the natural history, forest management practices, and environmental issues that affect the Northern Forest.",0.15,-0.1,-0.05,0.2874,-0.1765,0.1056
appalachian1_6862_6888,train,“Breaking the ice” is easy,0.2,0.0,0.05,0.2033,-0.3607,-0.256
appalachian1_6914_7053,train,"Regional chapters from Maine to Washington, D.C., play a key role in introducing you to the activities and opportunities of AMC membership.",0.1,0.05,0.05,0.2869,0.1702,0.1326
appalachian1_696_721,train,You name it—we’ve got it!,0.415,0.415,0.25,0.0826,0.024,0.0494
appalachian1_7079_7236,test,"Chapter leaders arrange hiking and bicycling trips and teach the basics of cross-country skiing, whitewater and flatwater canoeing, and other outdoor skills.",0.0,0.0,0.0,0.2845,0.0395,0.0939
appalachian1_7237_7384,dev,"Chapter members participate in local conservation efforts, trail work, field trips, and outings.",0.125,0.0,0.125,0.3218,-0.1655,0.0625
appalachian1_7385_7429,train,AMC publications are maps for your enjoyment,0.35,0.1,0.1,0.215,0.056,0.1832
appalachian1_7455_7573,train,"Your tax-deductible Membership includes a subscription to AMC Outdoors, the magazine of the Appalachian Mountain Club.",0.2,0.05,0.05,0.1193,-0.1249,0.0763
appalachian1_747_771,test,Our roots are in hiking.,0.0,0.055,0.0,0.2133,0.2287,0.1133
appalachian1_7574_7678,train,"Published 10 times a year, each issue is crammed with dates and detailed descriptions of AMC activities.",0.05,0.0,0.0,0.07,0.0608,-0.0161
appalachian1_7679_7753,train,Hundreds and hundreds of them every month—many at chapters near your home.,-0.05,-0.1,0.05,0.154,-0.1495,-0.0124
appalachian1_772_794,train,And our roots go deep.,0.0,0.0,0.1,-0.0113,0.0413,0.0227
appalachian1_7779_7901,test,We’ll tell you where to go for outdoor fun and keep you informed of the crucial issues affecting our mountain environment.,0.25,0.2,0.15,0.1882,-0.0472,0.0822
appalachian1_7927_8225,train,"In addition to Event Calendars of regularly scheduled workshops, clinics, day trips, overnight expeditions, and family programs, AMC Outdoors lists state-by-state chapter activities—plus notices of everything from neighborhood walks to day rides, from weekend getaways to whale-watching excursions.",0.06,0.0,0.06,0.2109,-0.0772,0.0687
appalachian1_8251_8313,train,"We also publish a wide range of books, maps, and trail guides.",0.15,0.1,0.15,0.1764,-0.0866,0.0686
appalachian1_8314_8415,train,We have the largest and broadest library of outdoor publications in the Northeast of interest to you.,0.15,0.05,0.1,0.2405,-0.1032,0.0885
appalachian1_8441_8509,train,And your membership entitles you to discounts on “all of the above.”,0.165,0.0,0.165,0.0538,-0.038,0.1598
appalachian1_8535_8641,train,"AMC is dedicated to protecting the mountains, trails, and rivers throughout our region and near your home.",0.15,0.15,0.15,0.2397,-0.0931,0.1498
appalachian1_8642_8782,train,"Our mission is to protect the environment through responsible citizen use and enjoyment of the outdoors—that means your use, your enjoyment.",0.335,0.11,0.165,0.2293,-0.0588,0.1547
appalachian1_8808_8916,train,May we look for the enclosed AMO Membership Acceptance with your tax-deductible contribution by return mail?,0.055,-0.165,0.0,0.1749,-0.1939,0.104
appalachian1_890_978,dev,Only 50 million people lived in a country where Colorado had just become its 39th state.,0.0,0.0,0.0,0.2436,-0.081,0.2438
appalachian1_8942_9025,train,Please join us in enjoying and protecting our special corner of planet Earth today.,0.2,0.0,0.1,0.3379,-0.0774,0.226
appalachian1_9214_9319,train,P.S. And please feel free to use your Temporary Membership Card while we are processing your application.,0.1,0.0,0.15,0.1276,-0.0046,0.1122
appalachian1_9320_9371,train,I hope it’s just the push you need to get outdoors.,0.135,0.09,0.09,0.3603,-0.0574,0.1646
appalachian1_9397_9531,train,"P.P.S. Check out our website at www.outdoors.org for up-to-date information and hot tips on where to go, what to do, and what to take!",0.1,0.2,0.1,0.0905,-0.0376,-0.016
aspca1_1035_1134,test,Please USE them on your correspondence to help get our name in front of as many people as possible.,0.05,0.05,0.2,0.1164,-0.07,0.0322
aspca1_1135_1238,train,Because the ASPCA -- and the thousands of animals we help every year --need all the friends we can get!,0.1,0.15,0.05,0.2228,0.0514,0.0934
aspca1_121_211,test,"424 East 92nd StreetLarry M. HawkNew York, NY 10128President/CEO www.aspca.org",0.0,-0.055,0.0,0.188,-0.0587,0.347
aspca1_1264_1356,train,"As a person who cares about animals, you’re probably anxious to know what happened to Astro.",-0.125,0.0,0.06,-0.0629,-0.0118,-0.0241
aspca1_1357_1465,train,A neighbor reported Astro’s plight to the ASPCA and our Humane Law Enforcement officers went to investigate.,-0.145,0.0,0.145,0.1332,0.0353,0.16
aspca1_1491_1554,train,"When our officers arrived, Astro was too weak to even stand up.",-0.185,0.0,-0.185,0.0004,0.0001,-0.0764
aspca1_1555_1624,train,"The officers knelt down slowly, speaking gently to the emaciated dog.",-0.165,-0.11,-0.11,0.0489,-0.1914,-0.3342
aspca1_1650_1667,train,Then they saw it.,0.05,0.15,0.1,-0.092,-0.05,-0.003
aspca1_1668_1695,train,Astro was wagging his tail.,0.39,0.28,0.0,-0.02,-0.2695,-0.207
aspca1_1696_1717,train,He was barely moving.,-0.2,-0.15,-0.25,0.1162,-0.0928,-0.048
aspca1_1718_1759,train,"but yes -- the poor, sick dog was saying.",-0.31,0.0,-0.06,-0.0579,0.0357,-0.2429
aspca1_1760_1779,train,"“Welcome, friends!”",0.4,0.4,0.1,0.827,0.065,0.289
aspca1_1805_1878,dev,The officers brought Astro to the ASPCA’s Bergh Memorial Animal Hospital.,-0.1,0.1,0.05,-0.0008,-0.0628,0.05
aspca1_1879_1998,train,The dog weighted only 45 pounds -- less than half of what a dog his size should weigh -- and he had several infections.,-0.445,0.055,-0.165,0.0471,-0.1207,-0.0325
aspca1_1999_2096,train,"But with first-rate medical attention and tender care from ASPCA staff, he slowly got well again.",0.35,0.15,0.0,0.2586,-0.0619,0.1287
aspca1_2122_2162,train,Stories like Astro’s are all too common.,0.0,-0.15,-0.05,0.233,-0.2254,-0.122
aspca1_2163_2235,train,"Every day, the ASPCA gets reports of animal cruelty, abuse, and neglect.",-0.445,0.11,0.055,-0.3006,0.1537,-0.1229
aspca1_2236_2374,train,"Every day, our officers rescue animals like Sammy, a 10-month-old kitten who was deliberately thrown from a high-rise window by teenagers.",-0.2,0.1,0.1,0.2006,-0.054,0.0482
aspca1_2400_2499,train,"In a world where cruelty is common, animals like Sammy and Astro desperately need friends like you.",-0.15,0.25,0.2,0.065,0.0181,-0.0888
aspca1_2500_2575,train,That is why I have written to you -- to ask you to support the ASPCA today.,0.0,-0.15,-0.1,0.1816,-0.0925,0.0094
aspca1_2601_2947,train,"Our vital anti-cruelty efforts are just part of the ASPCA mission. We also find loving adoptive homes for rescued animals ... provide first-rate veterinary care through our Bergh Memorial Animal Hospital ... offer low-cost spay and neuter programs for cats and dogs ... reach out to children, teachers, and parents through our Education Programs.",0.07,-0.07,0.07,0.1773,0.0337,0.082
aspca1_263_283,train,His belly was empty.,-0.2,-0.15,0.05,-0.2013,-0.3137,-0.3817
aspca1_284_301,test,So empty it hurt.,-0.5,0.125,-0.31,-0.5,-0.1233,-0.4457
aspca1_2973_2997,train,And we don’t stop there.,0.1,0.15,0.2,0.0238,0.069,0.1602
aspca1_2998_3152,test,"The ASPCA pushes for the passage and strengthening of anti-cruelty laws, so that crimes against animals will be treated with the seriousness they deserve.",0.215,0.215,0.36,0.0176,-0.0552,0.0952
aspca1_314_406,train,At least Astro could drink water from a puddle near the stake he was chained to.,-0.15,0.05,-0.05,0.0972,-0.1319,-0.0918
aspca1_3178_3291,train,"Since the ASPCA was founded in 1866 as America’ s first humane society, ending cruelty has been our primary goal.",0.25,0.05,0.1,0.0752,-0.1021,0.1487
aspca1_3292_3367,train,"Today, over 130 years later, the scope of the problem is greater than ever.",-0.32,0.135,-0.135,0.0504,-0.0892,0.1117
aspca1_3393_3478,train,The ASPCA urgently needs your help to push back the tide of violence against animals.,-0.28,0.445,0.11,-0.1596,0.2167,0.0557
aspca1_3479_3577,train,The task is too large for the ASPCA to handle without emergency assistance from dedicated friends.,-0.07,0.07,0.0,0.1062,0.0438,0.1021
aspca1_34_95,train,THE AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,0.055,0.11,0.0,0.0087,0.0877,0.1463
aspca1_3578_3678,train,That is why I’m asking you to join the ASPCA today with your gift of $20 or more if at all possible.,0.05,0.0,0.15,0.2012,-0.0384,0.0672
aspca1_3704_3907,train,Your contribution will help us rescue more animals like Astro ... make sure the perpetrators of cruelty are brought to justice ... nurse abused animals back to health and find them loving adoptive homes.,0.215,0.215,0.0,0.2058,0.0528,0.1532
aspca1_3908_4000,train,Please help the ASPCA with your most generous gift today -- the animals are counting on you.,0.185,0.125,0.125,0.3457,-0.0812,0.091
aspca1_4026_4117,train,"Sincerely, Hawk, DVM and CEO",-0.05,0.0,0.05,0.1187,0.0467,0.232
aspca1_407_448,train,But then the puddle dried up.,-0.15,-0.05,-0.05,-0.2533,-0.1527,-0.4
aspca1_4156_4201,train,P.S.We found Astro a wonderful adoptive home.,0.3,0.15,0.05,0.5348,0.0678,0.2374
aspca1_4202_4248,train,He is the pride and joy of this loving family!,0.5,0.285,0.145,0.4059,0.1007,0.2718
aspca1_4414_4559,train,Please accept the enclosed name stickers as our gift to you and use them to spread the word about the ASPCA and the animals we help -- thank you.,0.3,0.2,0.2,0.1649,-0.1146,0.0156
aspca1_449_483,train,Astro had only a few days to live.,-0.35,0.1,-0.1,0.1555,0.0005,0.0687
aspca1_4598_4735,train,"A financial report is available from the Office of the Attorney General by writing the Charities Bureau, 120 Broadway New York, NY 10271.",0.0,-0.19,0.0,0.2811,-0.0635,0.1706
aspca1_4774_4778,train,2/00,0.0,-0.1,0.0,,,
aspca1_522_534,dev,Dear Friend:,0.25,-0.06,0.0,0.786,-0.153,0.202
aspca1_560_697,train,"As you read my letter, somewhere -- perhaps not far from you --someone is inflicting pain on an innocent animal ... an animal like Astro.",-0.4,0.1,-0.15,0.0351,-0.1366,-0.0961
aspca1_723_776,train,You may not be able to rescue that particular animal.,-0.11,0.0,-0.165,0.2314,0.0024,0.0554
aspca1_777_893,train,"But you CAN join the crusade to stop animal abuse and neglect, by making a generous contribution to the ASPCA today.",0.2,0.3,0.3,0.0741,0.0227,0.0421
aspca1_919_1034,train,I have sent you the enclosed complimentary name-and-address labels to call your attention to the work of the ASPCA.,0.0,-0.07,0.07,0.1937,-0.0541,0.0766
att2_1071_1184,train,"Look for the Instant Access Code on your statement, then go to www.universalcard.com and follow the instructions.",0.0,-0.3,0.05,0.1142,-0.0563,0.1312
att2_110_126,train,Dear Cardmember:,0.0,-0.055,0.0,0.76,-0.132,0.258
att2_1210_1328,train,·AutoPay EFT Payments Skip writing checks and have your payment made electronically from your bank account each month.,0.05,0.0,0.05,0.1425,0.0351,0.1275
att2_1329_1384,train,Enroll on Internetor call Customer Service for details.,0.05,-0.05,0.05,0.1603,0.0447,0.1007
att2_1410_1431,train,Personalized features,0.05,-0.15,-0.1,0.334,-0.134,0.018
att2_1457_1593,train,·Cycle Date You can time your statement and payments to coincide with convenient times of the month by choosing your billing cycle date.,0.05,-0.05,0.2,0.1716,-0.1457,0.0889
att2_152_239,train,Were pleased to send you the enclosed AT&T Universal Card to replace your current card.,0.15,0.0,0.1,0.1551,-0.151,0.0945
att2_1619_1712,train,·Personal Identification Number (PIN) Choose your own PIN to use for cash access and calling.,0.0,-0.3,-0.1,0.1587,-0.13,0.0637
att2_1738_1823,train,"·Calling Card Number Choose your own calling card number too, to make calling easier.",0.135,-0.09,0.09,0.1005,-0.1303,0.0506
att2_1849_1904,test,Save on calls with the AT&T One Rate Calling Card Plan.,0.06,-0.125,0.065,0.1192,-0.146,0.024
att2_1930_2040,train,"If you haven’t already enrolled, sign up for this plan that saves you money on your AT&T Universal Card calls.",0.2,0.15,0.2,0.1648,-0.0819,0.1338
att2_2041_2209,train,"You get the low rate of 25 cents a minute anytime, anywhere in the U.S. on all your AT&T Universal Card calls when you make the call yourself by dialing 1 800 CALL ATT.",0.1,0.05,0.05,0.139,-0.1171,0.0176
att2_2210_2241,train,"To enroll, call 1 800 741-9302.",0.0,-0.165,0.0,0.1933,0.1047,0.1127
att2_2242_2317,train,"The low, $1 monthly access fee will be conveniently billed to your account.",-0.05,-0.05,-0.1,0.1429,-0.2693,0.0059
att2_2343_2416,train,"For more information on any of these features, call us at 1 800 423-4343.",0.0,-0.1,-0.05,0.2052,-0.014,0.2084
att2_240_347,train,Please destroy your old card and begin using your new card as of the “valid date” printed on your new card.,0.045,0.0,0.275,0.1125,-0.1131,0.0694
att2_2417_2464,train,Thank you for carrying the AT&T Universal Card.,0.2,0.15,0.1,0.2907,-0.1393,0.1547
att2_2592_2759,train,"Sincerely, A Mark Gilder Vice President, Marketing Universal Card Services Corp.",0.0,-0.215,-0.145,0.2247,0.1236,0.3687
att2_2798_2851,dev,Calls made from payphones are subject to a surcharge.,-0.1,-0.05,0.0,-0.0433,0.0875,0.0392
att2_2852_2890,test,AT&Ts surcharge is up tp $30 per call.,-0.25,0.06,-0.185,0.1136,0.2204,0.144
att2_2916_2939,train,20% POST CONSUMER WASTE,-0.27,0.09,0.135,-0.288,-0.0087,-0.0607
att2_309_321,train,“valid date”,0.0,-0.07,0.0,0.297,-0.416,-0.035
att2_348_421,train,Please see your card carrier for additional information and instructions.,0.0,-0.125,0.0,0.1472,-0.1744,0.0517
att2_34_71,train,AT&T ClassicGoldPlatinum,0.09,-0.09,0.045,0.0,0.0,0.0
att2_447_571,train,Delivering your new card gives us an opportunity to remind you how we’re delivering more ways to make your card more useful.,0.1,0.1,0.1,0.326,-0.0296,0.2548
att2_572_693,train,We’ve made your card easier to use with features you can customize yourself… more valuable with special savings programs.,0.315,0.19,0.06,0.2994,0.0069,0.1793
att2_719_739,dev,Convenience features,0.05,-0.25,-0.05,0.448,-0.119,0.122
att2_765_886,train,"·AT&T Calling Card feature Use your card to make local, long distance, even international calls from virtually any phone.",0.25,0.15,0.3,0.1477,-0.1436,0.0531
att2_887_952,train,Simply dial 1 800 CALL ATT® and follow the recorded instructions.,0.06,0.06,0.125,0.166,-0.1623,0.0677
audubon1_1244_1492,train,"Let me tell you exactly what’s at stake ... and how this could set a dangerous precedent: First of all, you might wonder why blackbirds are not benefiting from the Migratory Bird Treaty Act’s prohibition against actions that cause intentional harm.",-0.25,-0.06,0.125,-0.0201,0.0976,0.0991
audubon1_132_395,train,Just imagine finding your favorite hiking trail or birding area littered with dead birds -- among the hundreds of thousands of unsuspecting and innocent creatures who were unlucky enough to consume lethal doses of a slow-acting poison spread in fields miles away.,-0.43,0.285,0.0,-0.0115,-0.011,0.0208
audubon1_1518_1623,test,"You see, the USDA found a loophole allowing these protections to be lifted for “experimental” activities.",-0.09,0.0,0.045,0.1715,0.1072,0.0403
audubon1_1649_1841,train,So they applied for the right to spread poison as Dart of a “scientific experiment” -- to learn whether lowering the population of blackbirds by poisoning them will reduce sunflower crop loss.,-0.05,-0.15,0.1,-0.0118,0.0125,0.0592
audubon1_1709_1732,train,“scientific experiment”,0.0,-0.09,0.0,0.132,0.23,0.511
audubon1_1867_1886,train,Can you believe it?,0.07,0.215,0.07,0.2953,-0.274,0.0907
audubon1_1887_2010,test,The USDA wants to conduct an “experiment” that will spread enough poison in our environment to kill two million blackbirds.,-0.3,0.1,-0.05,-0.0556,0.0634,0.1843
audubon1_1916_1928,train,“experiment”,-0.05,-0.1,0.0,-0.042,0.44,0.35
audubon1_2036_2211,train,And if the death of two million birds doesn’t “prove” their theory -- and show a reduction in crop loss -- they’ll likely seek the right to kill even more birds the next year!,-0.2,0.25,0.05,0.0018,-0.0286,0.0191
audubon1_2082_2089,train,“prove”,0.0,0.0,0.1,0.166,0.04,0.132
audubon1_2237_2287,train,"It’s time to tell the USDA, in no uncertain terms:",0.0,-0.055,0.165,0.0027,-0.2137,-0.0417
audubon1_2313_2422,test,“YOU WILL NOT CONDUCT MASSIVE BIRD KILLS TO BENEFIT A HANDFUL OF SPECIAL INTERESTS!”,-0.28,0.39,0.445,0.1544,-0.0033,0.1764
audubon1_2448_2609,train,"Because the USDA’s slow-acting pesticide takes three days to kill, its victims will likely fly many miles from the poisoned fields, before falling to the ground.",-0.4,0.25,-0.1,-0.1056,0.0457,0.0158
audubon1_2635_2712,train,"Meanwhile,blackbirds aren’t the only birds threatened directly by the poison.",-0.15,0.05,0.05,-0.2602,0.1635,0.0765
audubon1_2713_2905,test,"We’ve noted the presence of 68 other species of grassland songbirds in the proposed poison-baited areas ... including the Bobolink, Grasshopper Sparrow, Harris’ Sparrow and Le Conte’s Sparrow.",0.0,-0.1,-0.05,0.1363,-0.0518,-0.0244
audubon1_2931_3092,train,"In all, nine birds on the Federal threatened or endangered lists and 11 birds on Audubon’s WatchList of imperiled species could be found in these killing fields.",-0.11,0.055,-0.055,-0.0789,0.0345,0.0291
audubon1_3118_3264,train,We simply cannot afford to let the government repeat the mistakes of the past ... and operate this deadly and uncontrolled experiment on wildlife.,-0.15,0.05,-0.05,-0.0682,0.0802,0.0636
audubon1_3290_3433,test,"Here’s what I need you to do, to make sure we prevail: First, I need you to sign and return your Petition to the U.S. Secretary of Agriculture.",0.085,0.165,0.165,0.1339,0.001,0.0241
audubon1_3459_3698,test,"I’ll forward your Petition, along with those from thousands of other Audubon members and supporters, urging the USDA to withdraw its cruel plan to poison blackbirds ... in favor of alternative, benign methods of protecting sunflower crops.",0.0,0.2,0.0,0.0922,-0.0037,0.04
audubon1_3724_3895,train,I can assure you that thousands of Audubon Petitions can make a difference -- just as they did in a successful battle against an adverse wetlands proposal a few years ago!,0.3,0.35,0.25,0.1128,0.0319,0.0727
audubon1_3921_4121,train,But today’s battle is one we must win ... to block a dangerous experiment that would begin to erase 50 years of steady progress eliminating pesticides and other harmful chemicals from our environment.,-0.06,0.31,0.185,0.0177,-0.0037,0.0845
audubon1_4147_4358,train,"That’s why I hope you’ll also agree to help even more by making a tax-deductible gift to support this crucial initiative and all of Audubon’s vital conservation work to protect birds, other wildlife and habitat.",0.0,0.07,0.0,0.2212,0.0012,0.1139
audubon1_421_470,dev,And who plans to commit such a mass bird killing?,-0.5,-0.1,-0.1,-0.132,0.0143,-0.0634
